id,title,mean,rank,popularity,synopsis,media_type,num_episodes,genres,studios
21855,Hanamonogatari,7.91,920,586,"Now that Koyomi Araragi and Hitagi Senjougahara have graduated, very few familiar faces remain at Naoetsu Private High School. One of these is Suruga Kanbaru, holder of the Monkey's Paw. When she begins to hear talk of a mysterious being known as the ""Devil"" who will magically solve any problem, Kanbaru immediately thinks these rumors are about her and decides to investigate.

She discovers the Devil is actually Rouka Numachi, a former basketball rival from junior high who is no longer able to play due to a leg injury. Rouka provides free advice to those who seek her out. Acting as a collector of misfortune, she enjoys relieving the stress of her clients by providing them with the false hope of having their problems solved. Although Kanbaru sees no real harm being done, she reprimands Rouka for lying and heads home, relieved she is not the cause of the rumors. But she may have a reason to worry after all: she finds that her left hand has reverted back to its human form.

[Written by MAL Rewrite]",tv_special,5,"Comedy, Mystery, Supernatural",Shaft
35075,Hoozuki no Reitetsu 2nd Season,7.91,921,3549,"Just as in this life, the afterlife needs a calm troubleshooter to deal with the bureaucratic headaches that come from keeping things in order. Enter Hozuki: a cool and collected demon who’s badly in need of a vacation.

(Source: HIDIVE)",tv,13,"Comedy, Fantasy, Seinen",Studio Deen
61595,I Byeol-e Pil-yohan,7.91,922,5623,"Nan-young is a scientist whose astronaut mom failed to return to Earth when things went awry during her Mars probe. Nan-young has always dreamed of exploring space too and longs to go to Mars in hopes of finding a trace of her mom.

Her dream comes true when she is selected as one of the astronauts for a Mars probe project. Before she blasts off though, she meets Jay, a musician who also fixes retro sound instruments. It's all thanks to an old turntable that Nan-young inherited from her mom.

(Source: Netflix, edited)",ona,1,"Adult Cast, Romance, Sci-Fi, Space",Climax Studio
16001,Kokoro Connect: Michi Random,7.91,923,1029,"Not long after putting the previous supernatural incident behind them, the members of Yamaboshi Academy's Student Cultural Society (StuCS) must deal with Fuusenkazura's newest trial—emotion transmission. This phenomenon allows the club members to hear each others' true thoughts, but with one catch: the timing, sender, and recipient are all completely random. To make matters worse, the club's supervisor, Ryuuzen Gotou, may have to step down due to his responsibilities for the upcoming school year. With emotions running high and Valentine's Day around the corner, the seemingly close bonds of the StuCS will be tested when their true feelings for each other are laid bare.

[Written by MAL Rewrite]",special,4,"Drama, Romance, School, Supernatural",SILVER LINK.
34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,7.91,924,3775,"Lupin's friend, the samurai Goemon Ishikawa, takes a job as bodyguard for a yakuza boss. But a brutal assassin kills the yakuza and Goemon is honor-bound to track him down.

(Source: IMDB)",movie,1,"Action, Adult Cast, Adventure, Drama, Seinen",Telecom Animation Film
56785,Meitantei Conan Movie 27: 100-man Dollar no Michishirube,7.91,925,6283,"A message has arrived from Kid the Phantom Thief, that he will steal a Japanese sword belonging to the wealthy Onoe Family in Hakodate, Hokkaido. Conan and Heiji Hattori, who happened to be in Hakodate, are on the case to capture Kid. Onoe Family's collections are associated with Toshizo Hijikata, a historic figure who perished in Hakodate. Why is Kid, who specializes in jewels, going after a Japanese sword?

Coincidentally the family lawyer of Onoe is found murdered in the warehouse district, apparently slaughtered by a Japanese sword. The suspect is an investor/arms dealer who is said to be after Onoe family's hidden treasure.

The grandfather of Onoe family's patriarch was deeply involved with the army industry during wartime, and it was rumored he hid some powerful weapon that could ""change the course of war"" somewhere in Hakodate. Is Kid after that weapon? Meanwhile, Heiji is trying to find a perfect viewpoint to declare his love to Kazuha...

In the North among cherry blossoms, the exciting hunt for treasure begins!",movie,1,"Detective, Mystery, Shounen",TMS Entertainment
30952,New Initial D Movie: Legend 3 - Mugen,7.91,926,4505,"After spending his summer racing against some of the best racers in Gunma, Takumi Fujiwara receives a formal challenge from the leader of the Akagi Red Suns, Ryousuke Takahashi. Despite his initial reluctance to get into the hobby, Takumi cannot help but feel excited to go up against the former ""White Comet of Akagi."" In preparation for the battle, Ryousuke downgrades his car, putting his pride and racing career at stake. 

With the title of the fastest racer in all of Gunma on the line, will Takumi and his panda-colored Toyota AE86 be able to defeat Ryousuke's Mazda RX-7 FC? 

[Written by MAL Rewrite]",movie,1,"Racing, Seinen","SANZIGEN, LIDENFILMS"
52293,New Panty & Stocking with Garterbelt,7.91,927,2600,"Panty and Stocking Anarchy, the angel twin sisters, have even more ghosts to exorcize in Daten City, thanks to the failed opening of the Hell Gate. They must continue their ghost hunt alongside their longtime rivals, the sisters Scanty and Kneesocks Demon, who must earn Hell Coins to return to Hell. On top of that, the Demon sisters are staying at the church with Garterbelt, the priest in charge of the Anarchy sisters. These two polar opposite duos will have to set aside their differences if they wish to collect enough Heaven and Hell Coins to complete their mission and return to their respective realms.

[Written by MAL Rewrite]",tv,13,"Action, Comedy, Ecchi, Fantasy, Gag Humor, Parody",Trigger
37675,Overlord III,7.91,928,187,"Following the horrific assault on the Re-Estize capital city, the Guardians of the Great Tomb of Nazarick return home to their master Ainz Ooal Gown. After months of laying the groundwork, they are finally ready to set their plans of world domination into action.

As Ainz's war machine gathers strength, the rest of the world keeps moving. The remote Carne Village, which Ainz once saved from certain doom, continues to prosper despite the many threats on its doorstep. And in the northeastern Baharuth Empire, a certain Bloody Emperor sets his sights on the rising power of Nazarick.

Blood is shed, heroes fall, and nations rise. Can anyone, or anything, challenge the supreme power of Ainz Ooal Gown?

[Written by MAL Rewrite]",tv,13,"Action, Adventure, Fantasy, Isekai",Madhouse
60285,Sakamoto Days Part 2,7.91,929,1099,"The legendary former hitman Tarou Sakamoto has thwarted numerous assassins after an enormous bounty on his head was issued. But he cannot seem to catch a break and simply take it easy with his beloved family. A mysterious and infamous figure known as Slur has brought a group of insane death row inmates to Japan, who hold back from nothing to eliminate their targets.

Sakamoto is not the only target—the criminals have been assigned to kill various other people, including the new hires at Sakamoto's convenience store, Shin Asakura and Lu Shaotang. The situation escalates even further when the Order, a group of the most skilled Japanese assassins, becomes involved. As the inmates begin wreaking havoc, Sakamoto and his allies must remain vigilant for the sake of everything they hold dear.

[Written by MAL Rewrite]",tv,11,"Action, Adult Cast, Comedy, Organized Crime, Shounen",TMS Entertainment
2463,Shounan Bakusouzoku,7.91,930,7851,"In Japan, the country that inspired the slogan ""Born to be Mild,"" the blood of young men still runs hot. In the old days they'd go off into the country and hack each other up with swords, but these days, what with school, that isn't very practical.

So some of them do something very un-Japanese. They strap on a big bike, roar around annoying people, and pound anyone they consider dishonorable.

Now meet Eguchi Yousuke, leader of a high-school Biker gang AND the school's handicrafts club. Which means he divides his time between fistfights and fancy needlework.

And if you think he's weird, wait until you meet the rest of his gang...

(Source: AniDB)",ova,12,"Action, Comedy, Delinquents, Shounen",Toei Animation
